"ID","title","details","credit"
"d0259V1962","Pine Trees and Wall in the Garden of the Asylum","pencil chalk on paper 254 cm x 324 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0260V1971","Tree and Wall in the Garden of the Asylum","pencil on paper 330 cm x 252 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0261V1969","Landscape with Pine Trees","chalk on paper 250 cm x 325 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0262V1962r","Trees and Wall in the Garden of the Asylum","pencil on paper 292 cm x 185 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0262V1962v","Trees in the Garden of the Asylum","pencil on paper 185 cm x 292 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0263V1962","Trees and Wall in the Garden of the Asylum","pencil on paper 303 cm x 207 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0264V1962r","Tree in the Garden of the Asylum","pencil on paper 299 cm x 175 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0264V1962v","Trees and Wall in the Garden of the Asylum","pencil on paper 299 cm x 175 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0265V1962","Trees Stone Bench and Fountain in the Garden of the Asylum","pencil on paper 196 cm x 291 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0266V1962","Trees Along the River Oise","chalk on paper 239 cm x 312 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0267V1971","Head of a Woman","pencil pen and brush and ink on paper 158 cm x 104 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0268V1971","Head of a Woman","pencil pen and ink on paper 82 cm x 67 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0269V1962","Head of a Woman","pencil pen and ink on paper 112 cm x 107 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0270V1962","Head of a Woman","pencil pen and brush and ink on paper 142 cm x 104 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0271V1969r","Head of a Woman","pen and brush and ink on paper 124 cm x 79 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0272V1971","Head of a Woman","pencil pen and ink on paper 144 cm x 100 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0273V1971","Head of a Woman","pencil pen and brush and ink on paper 145 cm x 101 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0274V1962","Head of a Man","pencil pen brush and coarse brushand ink on paper 148 cm x 104 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0275V1969","Head of a Man","pencil pen and brush and ink on paper 142 cm x 80 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0276V1969","Scheveningen Woman","pencil watercolour on paper 234 cm x 98 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0279V1967","Boy with a Cap and Clogs","pencil on paper 312 cm x 159 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0283V1962r","Woman with a Fork in a Winter Landscape","chalk on paper 156 cm x 255 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0283V1962v","Figures in a Winter Landscape","chalk on paper 156 cm x 255 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0284V1962r","Churchyard in Winter","pencil pen and brush and ink chalk paint on paper 184 cm x 286 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0284V1962v","Landscape with a Church","chalk on paper 105 cm x 103 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0285V1962","Churchyard in Winter","pen and ink pencil on paper 159 cm x 255 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0286V1962","Stocky Man","chalk on paper 346 cm x 211 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0287V1962","Lange Vijverberg The Hague","pencil pen and ink on paper 222 cm x 169 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0288V1962","Driveway","pencil pen and ink on paper 183 cm x 224 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0289V1962","Old Woman Asleep after Rops","pencil on paper 263 cm x 194 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0290V1962","Canal","pencil pen and ink on paper 254 cm x 258 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0291V1962","Ditch","pencil pen and ink on paper 248 cm x 183 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0292V1972","View of Royal Road Ramsgate","pencil pen and ink on paper 69 cm x 109 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0296V1972","Head of a Man","chalk on paper 310 cm x 242 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0302V1972r","Sower","pencil on paper 298 cm x 225 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0303V1972r","Couple Making Love","pencil chalk on paper 266 cm x 221 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0303V1972v","Fragment of a Venus","chalk on paper 266 cm x 221 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0307V1972","Vicarage and Church at Etten","pencil pen and ink on paper 95 cm x 178 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0308V1972","Head of a Woman","pencil pen brush and coarse brushand ink on paper 154 cm x 102 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0310V1970","Head of a Woman","pen and ink on paper 132 cm x 79 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0312V1972","Sketch of Figures","pen and ink on an envelope 120 cm x 183 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0313V1970r","Giant Peacock Moth and Poppy Seed Pop","chalk pen and ink on paper 135 cm x 210 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0313V1970v","Giant Peacock Moth and Beetle","chalk pen and ink on paper 135 cm x 21 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0331V1962r","Auvers Town Hall and Head of a Man","chalk on paper 484 cm x 312 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0331V1962v","Landscapes with Houses","chalk pen and ink on paper 242 cm x 312 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0332V1962r","Landscape with Houses","pencil brush and oil paint and watercolour on paper 440 cm x 544 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0332V1962v","Blossoming Chestnut Trees by a House","chalk pencil on paper 440 cm x 544 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0333V1962","Landscape with the River Oise","pencil on paper 236 cm x 307 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0334V1962","Tree and Bushes in the Garden of the Asylum","chalk brush and oil paint and ink on paper 469 cm x 619 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0335V1962","Arums","reed pen and pen and ink on paper 314 cm x 413 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0336V1962","The Enclosed Wheatfield After a Storm","reed pen and pen and ink on paper 470 cm x 618 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0338V1962r","Sower in the Rain","pencil on paper 239 cm x 273 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0338V1962v","Man Working in a Field","chalk on paper 239 cm x 273 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0339V1969r","Figures Working the Land","chalk on paper 238 cm x 323 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0339V1969v","Studies of a Window and a Foot","chalk on paper 238 cm x 323 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0341V1962","Almond Tree and Wall in the Garden of the Asylum","pencil on paper 298 cm x 206 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0342V1962","Trees in the Garden of the Asylum","pencil on paper 297 cm x 205 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0343V1962","Park with Shrub","pencil pen and reed pen and ink on paper 258 cm x 346 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0345V1962","Field with Houses","pencil pen and reed pen and ink on paper 258 cm x 349 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0346V1962","Park with Fence","pencil reed pen and ink on paper 319 cm x 244 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0347V1962","Railway Storage Yard","pencil pen and reed pen and ink on paper 242 cm x 320 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0348V1962","The Sower","pencil pen and reed pen and ink on paper 244 cm x 320 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0349V1962","La Crau Seen from Montmajour","pencil pen and reed pen and ink on paper 490 cm x 610 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0350V1962","Window in the Bataille Restaurant","pen and ink chalk on paper 540 cm x 398 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0351V1962","A Guinguette","pencil pen and brush and ink chalk on paper 387 cm x 525 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0352V1962","Shed with Sunflowers","pencil pen and ink watercolour on paper 316 cm x 241 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0353V1962","Sailing Boat on the Seine at Asnieres","pencil chalk on paper 538 cm x 395 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0354V1962","View of Paris with the Opera","chalk on paper 227 cm x 301 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0355V1962","Road Running Beside the Paris Ramparts","pencil watercolour chalk brush and oilpaint pen and ink on paper 397 cm x 538 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0356V1962","The Boulevard de Clichy","pencil pen and ink chalk watercolour on paper 401 cm x 544 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0357V1962","Restaurant de la Sirene at Asnieres","pencil chalk on paper 398 cm x 538 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0358V1962","The Spire of the Church of Our Lady","chalk on paper 299 cm x 226 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0359V1962r","Seated Man with a Moustache and Cap","chalk on paper 745 cm x 581 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0359V1962v","Seated Man with a Beard","chalk on paper 745 cm x 581 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0360V1962","SelfPortrait","pencil on paper 192 cm x 211 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0361V1962","Sale of Building Scrap","chalk or charcoal watercolour on paper 380 cm x 554 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0362V1962","Head of a Woman","chalk on paper 402 cm x 333 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0363V1962","Reaper","chalk on paper 420 cm x 524 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0365V1962","Winter Garden","pencil pen and ink on paper 403 cm x 546 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0366V1962","Ditch","pencil pen and ink paint on paper 423 cm x 345 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0367V1962","Lumber Sale","charcoal or chalk watercolour on paper 349 cm x 448 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0368V1962","Head of a Young Man","pencil on paper 347 cm x 216 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0369V1962","Woman Shelling Peas","chalk on paper 422 cm x 267 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0370V1962","Coke Factory in the Borinage","pencil watercolour on paper 264 cm x 375 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0371V1962","Weaver","pencil watercolour pen and paint and ink on paper 357 cm x 451 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0372V1968","Bridge and Houses on the Corner of HerengrachtPrinsessegracht The Hague","pencil pen and brush and ink watercolour on paper 240 cm x 339 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0373V1962","Head of a Woman","pencil lithographic crayon watercolour on paper 501 cm x 280 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0374V1975","The Entrance to the Pawn Bank The Hague","pencil pen and brush and ink watercolour on paper 239 cm x 337 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0375V1962","Girl with a Shawl","pencil lithographic crayon on paper 510 cm x 313 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0376V1962","The Poor and Money","chalk watercolour pen and ink on paper 379 cm x 566 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0377V1962","Head of a Fisherman with a Souwester","pencil lithographic crayon chalk brush and ink watercolour on paper 505 cm x 316 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0379V1962","Old Man Reading","pencil on paper 480 cm x 289 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0380V1962","Old Man in a Tailcoat","pencil on paper 474 cm x 260 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0381V1962","Digger","pencil on paper 504 cm x 284 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0382V1964","Donkey and Cart","pencil charcoal chalk watercolour on paper 415 cm x 601 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0383M1971","Man with a Sack of Wood","chalk pencil on paper 611 cm x 419 cm","Credits obliged to state Van Gogh Museum purchased with support from the Vincent van Gogh Foundation and the Rembrandt Association with the additional support from the Prins Bernhard Cultuurfonds"
"d0385V1970","Study of a Head and Figures Around a Table","chalk pencil on paper pasted to an endpaper 243 cm x 645 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0387V1977","Man Winding Yarn","watercolour on paper 448 cm x 354 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0388V1962r","Four People Sharing a Meal","chalk on paper 209 cm x 346 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0388V1962v","Woman with her Left Arm Raised","chalk on paper 346 cm x 209 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0389V1962r","Three Hands Two Holding Forks","chalk on paper 213 cm x 346 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0389V1962v","Studies of the Interior of a Cottage and a Sketch of The Potato Eaters","chalk on paper 213 cm x 346 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0390V1962r","Hand with a Stick and Four People Sharing a Meal","chalk on paper 424 cm x 347 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0390V1962v","Hands with a Stick","chalk on paper 347 cm x 424 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0391V1962","Hand with a Pot the Knob of a Chair and a Hunk of Bread","chalk on paper 212 cm x 344 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0392V1962","Two Hands and Two Arms","chalk on paper 213 cm x 345 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0393V1962r","Hand with a Bowl and a Cat","chalk on paper 212 cm x 344 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0393V1962v","Three People Sharing a Meal","chalk on paper 212 cm x 344 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0394V1969r","Clock Clog with Cutlery and a Spoon Rack","chalk on paper 345 cm x 210 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0394V1969v","Plate with Cutlery and a Kettle","chalk on paper 345 cm x 210 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0395V1962","Head of a Woman","pencil chalk on paper 336 cm x 209 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0396V1962","Head of a Woman","pencil chalk on paper 345 cm x 212 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0397V1962","Seated Woman","pencil pen and ink on paper 345 cm x 211 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0398V1962","The Discus Thrower","chalk on paper 562 cm x 443 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0399V1962","Venus","charcoalchalk on paper 509 cm x 397 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0400V1962r","LEcorche and Borghese Gladiator","charcoal chalk on paper 479 cm x 626 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0400V1962v","LEcorche","charcoal chalk on paper 479 cm x 626 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0401V1962","Torso of Venus","chalk on paper 437 cm x 313 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0402V1962r","Torso of Venus","chalk on paper 476 cm x 315 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0402V1962v","Venus de Milo","chalk on paper 476 cm x 315 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0408V1968","Landscape with Peasant and Two Horses","pencil chalk on cardboard 590 cm x 500 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-003V1962","Church","pencil chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-004V1962","Head of a Man","pen and ink on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-005V1962","Peasant Woman Gleaning Ears of Corn in silhouette","pen and ink pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-007V1962","Peasant with Hayfork in silhouette","pen and ink pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-008V1962","Peasant Woman Working in the Fields","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-009V1962","Sower","pen and ink on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-010V1962","Head of a Man","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-011V1962","Head of a Man","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-014V1962","Head of a Woman","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-015V1962","View of Eindhoven","pencil chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-016V1962","Two Heads","pen and ink on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-018V1962","Two Heads","pen and ink on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-019V1962","Head of a Woman","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-020V1962","Head of a Woman","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-021V1962","Head of a Woman","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-022V1962","The Vicarage Garden in the Snow","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-023V1962","The Old Church Tower in the Snow","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-024V1962","Garden in the Snow","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-027V1962","Church","124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-028V1962","Indistinct image possibly a construction drawing","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-029V1962","Head of a Woman and possibly a construction drawing","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-030V1962","Landscape with Two Horses and Carts","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-031V1962","Construction drawing of a perspective frame and a stand","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-032V1962","Woman","pencil chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-038V1962","Man","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-039V1962","Head of a Woman and an indistinct image","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-042V1962","Two Perspective Frames and a Paint Box","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-043V1962","Artist in Front of a Perspective Frame","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-050V1962","Hand","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-051V1962","Hand","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-056V1962","Head of a Woman","pencil chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-057V1962","Indistinct image","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-059V1962","Lower Leg","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-074V1962","Peasant Woman in the Fields","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-078V1962","Phonograph","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-080V1962","Contour of a head with construction lines","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-081V1962","Head of a Man","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-083V1962","Portrait of a Man","pencil ink on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-085V1962","Man with Wheelbarrow","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-094V1962","Two Heads of Men","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-095V1962","Woman","pencil chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-100V1962","Two Women","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-101V1962","Indistinct image","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-102V1962","Indistinct image","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-106V1962","Woman","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-107V1962","Landscape","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-108V1962","Post Office in Eindhoven","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-110V1962","Arm","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-124V1962","Figure","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-128V1962","Head of a Woman","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-129V1962","Head of a Woman","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-136V1962","Woman","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-138V1962","Animal Horn and Snouts","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-139V1962","Woman","chalk on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-145V1962","Construction drawing of a perspective frame","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0411-146V1962","Construction drawing of a perspective frame","pencil on paper 124 cm x 75 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
