"ID","F-number","JH-number","Object number","Dimensions","Provenance","artist"
"s0163V1962","F0524","JH1565","s0163V1962","41.9 cm x 30.1 cm, 59 cm x 47.5 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, September-October 1887; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Rijksmuseum, Amsterdam, from 1927 to 1930; given on loan by Vincent Willem van Gogh to the Stedelijk Museum, Amsterdam, since 22 October 1931; transferred by Vincent Willem van Gogh, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0164V1962","F0469","JH1310","s0164V1962","40.9 cm x 32.8 cm, 53.5 cm x 46 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, August-September 1887; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; donated by Vincent Willem van Gogh, Laren on 11 March 1952 to the (1st) Vincent van Gogh Foundation, Laren; transferred by the (1st) Vincent van Gogh Foundation to the Theo van Gogh Foundation, Laren, 28 December 1960; agreement concluded on 21 July 1962 between the (2nd) Vincent van Gogh Foundation, Amsterdam, and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; donated on 21 July 1962 by the Theo van Gogh Foundation to the Vincent van Gogh Foundation; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0165V1962","F0369","JH1206","s0165V1962","60.7 cm x 45.7 cm, 79 cm x 64.2 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, March-April 1887; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Rijksmuseum, Amsterdam, from 1927 to 1930; given on loan by Vincent Willem van Gogh to the Stedelijk Museum, Amsterdam, since 22 October 1931; transferred by Vincent Willem van Gogh, to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0166V1962","F0538","JH1645","s0166V1962","40.5 cm x 32.5 cm, 56.9 cm x 49.3 cm","Sent by the artist from Arles to his brother Theo van Gogh, Paris, at the end of April 1889; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Stedelijk Museum, Amsterdam, since 16 December 1930; transferred by Vincent Willem van Gogh on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0167V1962","F0441","JH1641","s0167V1962","35.2 cm x 24.6 cm, 51.5 cm x 40.4 cm","Sent by the artist from Arles to his brother Theo van Gogh, Paris, at the end of April 1889; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0168V1962","F0630","JH1775","s0168V1962","73 cm x 60.5 cm, 96 cm x 83 cm","With his brother Theo van Gogh, Paris, after September 1889; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Jo van Gogh-Bonger to the Rijksmuseum, Amsterdam, from 1917 to 1919; given on loan by Vincent Willem van Gogh, Laren to the Stedelijk Museum, Amsterdam, since 22 October 1931; donated by Vincent Willem van Gogh to the (1st) Vincent van Gogh Foundation, Laren, 11 March 1952; transferred by the (1st) Vincent van Gogh Foundation to the Theo van Gogh Foundation, Laren, 28 December 1960; agreement concluded on 21 July 1962 between the (2nd) Vincent van Gogh Foundation, Amsterdam, and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; donated on 21 July 1962 by the Theo van Gogh Foundation to the Vincent van Gogh Foundation; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0169V1962","F0677","JH1972","s0169V1962","50 cm x 65.5 cm, 73 cm x 88.3 cm","With his brother Theo van Gogh, Paris, after May 1890; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Jo van Gogh-Bonger to the Rijksmuseum, Amsterdam, from 1917 to 1919; given on loan by Vincent Willem van Gogh, Laren to the Stedelijk Museum, Amsterdam, since 22 October 1931; transferred by Vincent Willem van Gogh, Laren, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0170V1962","F0670","JH1886","s0170V1962","44 cm x 26.2 cm, 58.2 cm x 39.6 cm","Probably sent by the artist from Saint-Remy-de-Provence to his brother Theo van Gogh, Paris, at the end of April 1890; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Rijksmuseum, Amsterdam, from 1930 to 1937; transferred by Vincent Willem van Gogh, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0171V1962","F0692","JH1784","s0171V1962","42 cm x 28 cm, 58.3 cm x 42.1 cm","Probably sent by the artist from Saint-Remy-de-Provence to his brother Theo van Gogh, Paris, at the end of April 1890; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Rijksmuseum, Amsterdam, from 1927 to 1937; transferred by Vincent Willem van Gogh, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0172V1962","F0700","JH1781","s0172V1962","43.2 cm x 33.2 cm, 58.2 cm x 47.6 cm","Probably sent by the artist from Saint-Remy-de-Provence to his brother Theo van Gogh, Paris, at the end of April 1890; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; sold by Jo van Gogh-Bonger, Amsterdam to her brother Henri Bonger, Amsterdam, for NLG 700, August 1905; after his death on 19 May 1929 inherited by his sister Betsy Bonger, Amsterdam; after her death on 17 January 1944 inherited by her nephew Vincent Willem van Gogh, Laren; donated by Vincent Willem van Gogh to the (1st) Vincent van Gogh Foundation, Laren, 11 March 1952; transferred by the (1st) Vincent van Gogh Foundation to the Theo van Gogh Foundation, Laren, 28 December 1960; agreement concluded on 21 July 1962 between the (2nd) Vincent van Gogh Foundation, Amsterdam, and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; donated on 21 July 1962 by the Theo van Gogh Foundation to the Vincent van Gogh Foundation; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0173V1962","F0693","JH1785","s0173V1962","44.5 cm x 33.1 cm, 58.2 cm x 47.5 cm","Probably sent by the artist from Saint-Remy-de-Provence to his brother Theo van Gogh, Paris, at the end of April 1890; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Rijksmuseum, Amsterdam, from 1927 to 1930; donated by Vincent Willem van Gogh to the (1st) Vincent van Gogh Foundation, Laren, 11 March 1952; transferred by the (1st) Vincent van Gogh Foundation to the Theo van Gogh Foundation, Laren, 28 December 1960; agreement concluded on 21 July 1962 between the (2nd) Vincent van Gogh Foundation, Amsterdam, and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; donated on 21 July 1962 by the Theo van Gogh Foundation to the Vincent van Gogh Foundation; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0174V1962","F0647","JH1834","s0174V1962","74.2 cm x 93.0 cm, 91.9 cm x 111.4 cm","Sent by the artist from Saint-Remy-de-Provence to his brother Theo van Gogh, Paris, at the beginning of January 1890; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Jo van Gogh-Bonger to the Rijksmuseum, Amsterdam, from 1917 to 1919; transferred by Vincent Willem van Gogh, Laren, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0175V1962","F0632","JH1882","s0175V1962","72.1 cm x 92.0 cm, 92.0 cm x 112.0 cm","Probably sent by the artist from Saint-Remy-de-Provence to his brother Theo van Gogh, Paris, at the end of April 1890; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Jo van Gogh-Bonger to the Rijksmuseum, Amsterdam, from 1917 to 1919; given on loan from Vincent Willem van Gogh, Laren, to the Stedelijk Museum, Amsterdam, since 22 October 1931; transferred by Vincent Willem van Gogh, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam (ratified 28 December 1970); agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0177V1962","F0234","JH1168","s0177V1962","61.1 cm x 46.1 cm, 78.9 cm x 63.8 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, sometime between August and mid September 1886; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Jo van Gogh-Bonger to the Rijksmuseum, Amsterdam, from 1917 to 1919; transferred by Vincent Willem van Gogh to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962 (ratified 28 December 1970); agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0178V1962","F0218","JH1144","s0178V1962","35.0 cm x 27.0 cm, 50.3 cm x 42.2 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, sometime between the end of June and mid-July 1886; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Jo van Gogh-Bonger to the Rijksmuseum, Amsterdam, from 1917 to 1919; transferred by Vincent Willem van Gogh to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962 (ratified 28 December 1970); agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0179V1962","F0334","JH1228","s0179V1962","32.5 cm x 41.2 cm, 45.5 cm x 54 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, January-February 1887; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Jo van Gogh-Bonger to the Rijksmuseum, Amsterdam, from 1917 to 1919; donated by Vincent Willem van Gogh to the (1st) Vincent van Gogh Foundation, Laren, 11 March 1952; transferred by the (1st) Vincent van Gogh Foundation to the Theo van Gogh Foundation, Laren, 28 December 1960; agreement concluded on 21 July 1962 between the (2nd) Vincent van Gogh Foundation, Amsterdam, and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; donated on 21 July 1962 by the Theo van Gogh Foundation to the Vincent van Gogh Foundation; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0180V1962","F0244","JH1093","s0180V1962","46.0 cm x 55.0 cm, 65.5 cm x 74.5 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, at the beginning of May 1887; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Mesdag Museum, The Hague, 1926; given on loan by Vincent Willem van Gogh to the Rijksmuseum, Amsterdam, from 1927 to 1930; given on loan by Vincent Willem van Gogh to the Stedelijk Museum, Amsterdam, since 22 October 1931; transferred by Vincent Willem van Gogh to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962 (ratified 28 December 1970); agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0181V1962","F0335","JH1226","s0181V1962","31.1 cm x 48.5 cm, 46 cm x 62.5 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, January-February 1887; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Stedelijk Museum, Amsterdam, since 16 December 1930; transferred by Vincent Willem van Gogh to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962 (ratified 28 December 1970); agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0182V1962","F0243a","JH1106","s0182V1962","34.5 cm x 27.0 cm, 50.5 cm x 43.0 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, sometime between the end of June and mid-July 1886; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; possibly donated by Jo van Gogh-Bonger to her brother Henri Bonger, Amsterdam, after 1891; after his death on 19 May 1929 inherited by his sister Betsy Bonger, Amsterdam; after her death on 17 January 1944 inherited by her nephew Vincent Willem van Gogh, Laren; donated by Vincent Willem van Gogh to the (1st) Vincent van Gogh Foundation, Laren, 11 March 1952; transferred by the (1st) Vincent van Gogh Foundation to the Theo van Gogh Foundation, Laren, 28 December 1960; agreement concluded on 21 July 1962 between the (2nd) Vincent van Gogh Foundation, Amsterdam, and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; donated on 21 July 1962 by the Theo van Gogh Foundation to the Vincent van Gogh Foundation; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0183V1962","F0337","JH1229","s0183V1962","31.9 cm x 22.0 cm, 42.7 cm x 32.7 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, January-February 1887; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Jo van Gogh-Bonger to the Rijksmuseum, Amsterdam, from 1917 to 1919; transferred by Vincent Willem van Gogh, Laren, to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0184V1962","F0392","JH1361","s0184V1962","24.5 cm x 19.5 cm, 34 cm x 28.7 cm","Sent by the artist from Arles to his brother Theo van Gogh, Paris, at the beginning of May 1888; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh, Laren, to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0185V1962","F0281","JH1143","s0185V1962","42.1 cm x 21.9 cm, 50.7 cm x 30.7 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, sometime between the end of June and mid-July 1886; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh, Laren, to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0186V1962","F0339","JH1238","s0186V1962","46.3 cm x 33.2 cm, 60 cm x 47 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, January-February 1887; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Stedelijk Museum, Amsterdam, since 16 December 1930; transferred by Vincent Willem van Gogh to the Vincent van Gogh Foundation, Amsterdam, 10 July 1962; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0187V1962","F0749","JH2012","s0187V1962","33.5 cm x 24.5 cm, 51.5 cm x 42.4 cm","With his brother Theo van Gogh, Paris, after June 1889; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh, Laren, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0188V1962","F0748","JH2013","s0188V1962","35 cm x 25.5 cm, 52.8 cm x 43.5 cm","With his brother Theo van Gogh, Paris, after June 1889; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh, Laren, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
"s0189V1962","F0610","JH1702","s0189V1962","33.5 cm x 24.5 cm, 52 cm x 42 cm","With his brother Theo van Gogh, Paris, after June 1889; after his death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh, Laren, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State, 21 July 1962; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh"
